ind,SpeciesName,ANIC,Pic_code,Filter,tr,label,area,mean,min,max,camera_cat,location,patch_ID
vrdi02,Anoplognathus_viridaeneus,AN25011299,4084,LCP,Grey,G,39.087,181.943,156,221,J26,grey,vrdi02Grey
vrdi02,Anoplognathus_viridaeneus,AN25011299,4085,RCP,Grey,G,39.087,184.358,160,221,J26,grey,vrdi02Grey
vrdi02,Anoplognathus_viridaeneus,AN25011299,4083,VIS,Grey,R,39.087,165.665,139,204,J26,grey,vrdi02Grey
vrdi02,Anoplognathus_viridaeneus,AN25011299,4084,LCP,Grey,R,39.087,157.67,132,200,J26,grey,vrdi02Grey
vrdi02,Anoplognathus_viridaeneus,AN25011299,4085,RCP,Grey,R,39.087,161.032,137,201,J26,grey,vrdi02Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3601,VIS,Grey,B,27.853,189.139,156,211,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3602,LCP,Grey,B,27.853,189.139,156,211,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3603,RCP,Grey,B,27.853,168.238,135,197,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3601,VIS,Grey,G,27.853,189.98,156,216,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3602,LCP,Grey,G,27.853,189.98,156,216,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3603,RCP,Grey,G,27.853,180.972,146,210,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3601,VIS,Grey,R,27.853,168.228,133,196,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3602,LCP,Grey,R,27.853,168.228,133,196,J21,grey,vrdi03Grey
vrdi03,Anoplognathus_viridaeneus,AN25011292,3603,RCP,Grey,R,27.853,159.814,125,190,J21,grey,vrdi03Grey
abno01,Anoplognathus_abnormis,AN25000025,4412,VIS,Pronotum,B,0.449,35.698,19,71,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4413,LCP,Pronotum,B,0.449,15.442,0,54,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4414,RCP,Pronotum,B,0.449,15.976,0,58,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4412,VIS,Pronotum,G,0.449,69.045,43,115,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4413,LCP,Pronotum,G,0.449,58.164,31,102,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4414,RCP,Pronotum,G,0.449,57.688,23,102,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4412,VIS,Pronotum,R,0.449,91.639,61,138,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4413,LCP,Pronotum,R,0.449,83.531,49,127,F01,RoI,abno01Pron
abno01,Anoplognathus_abnormis,AN25000025,4414,RCP,Pronotum,R,0.449,85.522,34,131,F01,RoI,abno01Pron
abno02,Anoplognathus_abnormis,AN25000031,4409,VIS,Pronotum,B,0.464,32.243,20,75,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4410,LCP,Pronotum,B,0.464,13.689,0,52,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4411,RCP,Pronotum,B,0.464,14.183,0,48,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4409,VIS,Pronotum,G,0.464,61.497,38,111,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4410,LCP,Pronotum,G,0.464,49.82,29,96,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4411,RCP,Pronotum,G,0.464,47.811,26,88,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4409,VIS,Pronotum,R,0.464,79.144,53,122,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4410,LCP,Pronotum,R,0.464,68.965,40,109,F01,RoI,abno02Pron
abno02,Anoplognathus_abnormis,AN25000031,4411,RCP,Pronotum,R,0.464,69.25,43,106,F01,RoI,abno02Pron
ambl01,Amblyterus_circatricosus,NA,4840,VIS,Pronotum,B,1.095,36.755,17,109,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4841,LCP,Pronotum,B,1.095,35.828,17,101,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4842,RCP,Pronotum,B,1.095,30.413,13,127,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4840,VIS,Pronotum,G,1.095,42.69,19,139,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4841,LCP,Pronotum,G,1.095,53.7,20,177,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4842,RCP,Pronotum,G,1.095,32.343,15,131,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4840,VIS,Pronotum,R,1.095,43.085,21,116,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4841,LCP,Pronotum,R,1.095,50.109,23,135,F04,RoI,ambl01Pron
ambl01,Amblyterus_circatricosus,NA,4842,RCP,Pronotum,R,1.095,37.074,19,133,F04,RoI,ambl01Pron
ambl02,Amblyterus_circatricosus,NA,4844,VIS,Pronotum,B,0.981,30.578,14,122,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4845,LCP,Pronotum,B,0.981,23.24,5,93,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4846,RCP,Pronotum,B,0.981,27.527,9,123,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4844,VIS,Pronotum,G,0.981,39.354,18,173,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4845,LCP,Pronotum,G,0.981,41.968,17,195,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4846,RCP,Pronotum,G,0.981,28.717,12,132,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4844,VIS,Pronotum,R,0.981,34.634,18,141,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4845,LCP,Pronotum,R,0.981,36.042,16,155,F04,RoI,ambl02Pron
ambl02,Amblyterus_circatricosus,NA,4846,RCP,Pronotum,R,0.981,28.326,14,116,F04,RoI,ambl02Pron
ambl03,Amblyterus_circatricosus,NA,4847,VIS,Pronotum,B,0.975,36.022,18,128,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4848,LCP,Pronotum,B,0.975,23.806,8,89,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4849,RCP,Pronotum,B,0.975,27.576,12,128,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4847,VIS,Pronotum,G,0.975,48.619,22,207,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4848,LCP,Pronotum,G,0.975,47.927,19,224,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4849,RCP,Pronotum,G,0.975,28.971,14,139,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4847,VIS,Pronotum,R,0.975,44.223,22,170,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4848,LCP,Pronotum,R,0.975,40.419,19,177,F04,RoI,ambl03Pron
ambl03,Amblyterus_circatricosus,NA,4849,RCP,Pronotum,R,0.975,31.947,16,131,F04,RoI,ambl03Pron
anom01,Anomala_antiqua,NA,4397,VIS,Pronotum,B,0.979,38.65,21,181,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4398,LCP,Pronotum,B,0.979,21.499,2,123,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4400,RCP,Pronotum,B,0.979,21.134,6,112,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4397,VIS,Pronotum,G,0.979,39.327,22,191,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4398,LCP,Pronotum,G,0.979,24.942,4,139,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4400,RCP,Pronotum,G,0.979,22.321,8,132,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4397,VIS,Pronotum,R,0.979,43.171,26,171,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4398,LCP,Pronotum,R,0.979,35.105,20,130,F01,RoI,anom01Pron
anom01,Anomala_antiqua,NA,4400,RCP,Pronotum,R,0.979,23.367,12,120,F01,RoI,anom01Pron
anom02,Anomala_antiqua,AN25057769,4401,VIS,Pronotum,B,0.914,44.212,32,117,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4402,LCP,Pronotum,B,0.914,24.931,16,102,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4403,RCP,Pronotum,B,0.914,22.11,13,96,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4401,VIS,Pronotum,G,0.914,48.232,34,143,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4402,LCP,Pronotum,G,0.914,35.297,22,130,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4403,RCP,Pronotum,G,0.914,24.254,16,119,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4401,VIS,Pronotum,R,0.914,45.92,32,127,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4402,LCP,Pronotum,R,0.914,33.448,21,115,F01,RoI,anom02Pron
anom02,Anomala_antiqua,AN25057769,4403,RCP,Pronotum,R,0.914,28.283,19,105,F01,RoI,anom02Pron
atki01,Calloodes_atkinsoni,NA,3952,VIS,Pronotum,B,1.37,19.453,0,127,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3953,LCP,Pronotum,B,1.37,4.146,0,73,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3954,RCP,Pronotum,B,1.37,20.804,10,89,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3952,VIS,Pronotum,G,1.37,59.75,25,151,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3953,LCP,Pronotum,G,1.37,75.056,22,144,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3954,RCP,Pronotum,G,1.37,23.076,14,98,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3952,VIS,Pronotum,R,1.37,30.443,13,118,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3953,LCP,Pronotum,R,1.37,23.765,0,77,J25,RoI,atki01Pron
atki01,Calloodes_atkinsoni,NA,3954,RCP,Pronotum,R,1.37,21.843,11,82,J25,RoI,atki01Pron
atki02,Calloodes_atkinsoni,NA,3969,VIS,Pronotum,B,0.931,19.049,0,48,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3970,LCP,Pronotum,B,0.931,2.265,0,31,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3971,RCP,Pronotum,B,0.931,24.032,13,50,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3969,VIS,Pronotum,G,0.931,71.084,27,132,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3970,LCP,Pronotum,G,0.931,94.293,27,170,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3971,RCP,Pronotum,G,0.931,26.139,16,55,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3969,VIS,Pronotum,R,0.931,31.34,13,68,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3970,LCP,Pronotum,R,0.931,18.831,0,65,J25,RoI,atki02Pron
atki02,Calloodes_atkinsoni,NA,3971,RCP,Pronotum,R,0.931,25.282,11,56,J25,RoI,atki02Pron
aurs01,Anoplognathus_aureus,AN25000244,4076,VIS,Pronotum,B,0.563,48.559,0,123,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4077,LCP,Pronotum,B,0.563,23.927,0,84,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4078,RCP,Pronotum,B,0.563,33.255,16,88,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4076,VIS,Pronotum,G,0.563,130.848,72,235,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4077,LCP,Pronotum,G,0.563,151.194,85,238,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4078,RCP,Pronotum,G,0.563,63.121,37,129,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4076,VIS,Pronotum,R,0.563,122.185,71,227,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4077,LCP,Pronotum,R,0.563,129.123,71,225,J26,RoI,aurs01Pron
aurs01,Anoplognathus_aureus,AN25000244,4078,RCP,Pronotum,R,0.563,87.183,49,162,J26,RoI,aurs01Pron
aurs02,Anoplognathus_aureus,AN25000205,4080,VIS,Pronotum,B,0.602,57.665,0,121,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4081,LCP,Pronotum,B,0.602,33.574,0,100,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4082,RCP,Pronotum,B,0.602,46.493,21,116,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4080,VIS,Pronotum,G,0.602,169.8,92,249,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4081,LCP,Pronotum,G,0.602,191.222,109,251,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4082,RCP,Pronotum,G,0.602,84.11,37,142,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4080,VIS,Pronotum,R,0.602,151.29,82,247,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4081,LCP,Pronotum,R,0.602,162.293,86,252,J26,RoI,aurs02Pron
aurs02,Anoplognathus_aureus,AN25000205,4082,RCP,Pronotum,R,0.602,99.702,50,156,J26,RoI,aurs02Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4352,VIS,Pronotum,B,1.574,47.564,31,92,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4353,LCP,Pronotum,B,1.574,14.907,0,75,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4354,RCP,Pronotum,B,1.574,22.257,0,68,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4352,VIS,Pronotum,G,1.574,101.141,59,146,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4353,LCP,Pronotum,G,1.574,85.79,51,130,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4354,RCP,Pronotum,G,1.574,80.84,49,117,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4352,VIS,Pronotum,R,1.574,136.315,81,172,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4353,LCP,Pronotum,R,1.574,119.878,85,164,F01,RoI,boid01Pron
boid01,Anoplognathus_boisduvalii,AN25000331,4354,RCP,Pronotum,R,1.574,124.056,82,160,F01,RoI,boid01Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4355,VIS,Pronotum,B,1.471,34.088,17,146,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4356,LCP,Pronotum,B,1.471,5.132,0,92,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4357,RCP,Pronotum,B,1.471,16.456,0,102,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4355,VIS,Pronotum,G,1.471,67.44,30,179,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4356,LCP,Pronotum,G,1.471,60.824,26,135,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4357,RCP,Pronotum,G,1.471,46.279,23,130,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4355,VIS,Pronotum,R,1.471,92.946,43,184,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4356,LCP,Pronotum,R,1.471,87.912,35,145,F01,RoI,boid02Pron
boid02,Anoplognathus_boisduvalii,AN25000339,4357,RCP,Pronotum,R,1.471,77.971,33,145,F01,RoI,boid02Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4358,VIS,Pronotum,B,3.021,34.019,18,124,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4359,LCP,Pronotum,B,3.021,0.468,0,106,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4360,RCP,Pronotum,B,3.021,18.044,0,96,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4358,VIS,Pronotum,G,3.021,78.115,48,175,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4359,LCP,Pronotum,G,3.021,79.452,45,189,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4360,RCP,Pronotum,G,3.021,46.995,26,131,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4358,VIS,Pronotum,R,3.021,106.039,61,185,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4359,LCP,Pronotum,R,3.021,99.472,50,189,F01,RoI,boid03Pron
boid03,Anoplognathus_boisduvalii,AN25000366,4360,RCP,Pronotum,R,3.021,91.328,48,150,F01,RoI,boid03Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4361,VIS,Pronotum,B,1.593,37.246,21,100,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4362,LCP,Pronotum,B,1.593,12.636,0,79,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4363,RCP,Pronotum,B,1.593,22.25,8,86,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4361,VIS,Pronotum,G,1.593,59.719,37,127,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4362,LCP,Pronotum,G,1.593,51.46,29,124,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4363,RCP,Pronotum,G,1.593,38.201,21,104,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4361,VIS,Pronotum,R,1.593,90.071,55,168,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4362,LCP,Pronotum,R,1.593,88.59,47,184,F01,RoI,boid04Pron
boid04,Anoplognathus_boisduvalii,AN25000326,4363,RCP,Pronotum,R,1.593,65.23,36,135,F01,RoI,boid04Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4364,VIS,Pronotum,B,1.943,62.254,27,161,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4365,LCP,Pronotum,B,1.943,59.389,25,172,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4366,RCP,Pronotum,B,1.943,13.62,0,88,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4364,VIS,Pronotum,G,1.943,99.456,50,191,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4365,LCP,Pronotum,G,1.943,91.89,41,186,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4366,RCP,Pronotum,G,1.943,74.279,30,152,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4364,VIS,Pronotum,R,1.943,120.393,50,198,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4365,LCP,Pronotum,R,1.943,106.975,40,166,F01,RoI,boid05Pron
boid05,Anoplognathus_boisduvalii,AN25000344,4366,RCP,Pronotum,R,1.943,108.771,40,181,F01,RoI,boid05Pron
brev01,Anoplognathus_brevicollis,AN25000559,4367,VIS,Pronotum,B,1.472,41.472,24,71,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4368,LCP,Pronotum,B,1.472,10.112,0,52,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4369,RCP,Pronotum,B,1.472,9.536,0,49,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4367,VIS,Pronotum,G,1.472,83.429,51,129,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4368,LCP,Pronotum,G,1.472,64.795,34,110,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4369,RCP,Pronotum,G,1.472,63.066,33,105,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4367,VIS,Pronotum,R,1.472,130.543,81,175,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4368,LCP,Pronotum,R,1.472,115.344,65,160,F01,RoI,brev01Pron
brev01,Anoplognathus_brevicollis,AN25000559,4369,RCP,Pronotum,R,1.472,112.646,64,158,F01,RoI,brev01Pron
brev02,Anoplognathus_brevicollis,AN25000558,4371,VIS,Pronotum,B,2.08,43.126,22,95,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4372,LCP,Pronotum,B,2.08,13.913,0,74,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4373,RCP,Pronotum,B,2.08,12.327,0,75,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4371,VIS,Pronotum,G,2.08,85.684,57,125,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4372,LCP,Pronotum,G,2.08,65.951,40,104,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4373,RCP,Pronotum,G,2.08,67.08,40,107,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4371,VIS,Pronotum,R,2.08,122.244,82,160,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4372,LCP,Pronotum,R,2.08,104.807,68,141,F01,RoI,brev02Pron
brev02,Anoplognathus_brevicollis,AN25000558,4373,RCP,Pronotum,R,2.08,107.483,70,146,F01,RoI,brev02Pron
ecry01,Epichrysus_lamprimoides,NA,3671,VIS,Pronotum,B,1.183,41.9,22,94,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3672,LCP,Pronotum,B,1.183,35.888,0,91,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3673,RCP,Pronotum,B,1.183,28.407,18,76,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3671,VIS,Pronotum,G,1.183,55.694,31,188,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3672,LCP,Pronotum,G,1.183,72.343,32,241,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3673,RCP,Pronotum,G,1.183,29.827,19,85,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3671,VIS,Pronotum,R,1.183,21.232,0,93,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3672,LCP,Pronotum,R,1.183,11.77,0,107,J21,RoI,ecry01Pron
ecry01,Epichrysus_lamprimoides,NA,3673,RCP,Pronotum,R,1.183,23.198,14,68,J21,RoI,ecry01Pron
ecry02,Epichrysus_lamprimoides,NA,4101,VIS,Pronotum,B,0.371,56.864,38,93,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4102,LCP,Pronotum,B,0.371,42.124,13,77,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4103,RCP,Pronotum,B,0.371,31.999,20,71,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4101,VIS,Pronotum,G,0.371,90.694,65,162,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4102,LCP,Pronotum,G,0.371,104.554,72,192,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4103,RCP,Pronotum,G,0.371,37.077,22,88,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4101,VIS,Pronotum,R,0.371,46.443,25,95,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4102,LCP,Pronotum,R,0.371,30.721,0,82,J26,RoI,ecry02Pron
ecry02,Epichrysus_lamprimoides,NA,4103,RCP,Pronotum,R,0.371,28.665,17,78,J26,RoI,ecry02Pron
fchi01,Calloodes_frenchii,NA,3643,VIS,Pronotum,B,1.059,29.429,15,78,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3645,LCP,Pronotum,B,1.059,0.043,0,24,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3646,RCP,Pronotum,B,1.059,32.121,15,96,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3643,VIS,Pronotum,G,1.059,74.89,38,146,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3645,LCP,Pronotum,G,1.059,92.722,47,157,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3646,RCP,Pronotum,G,1.059,34.998,17,113,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3643,VIS,Pronotum,R,1.059,64.12,24,157,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3645,LCP,Pronotum,R,1.059,84.668,30,177,J21,RoI,fchi01Pron
fchi01,Calloodes_frenchii,NA,3646,RCP,Pronotum,R,1.059,28.076,13,98,J21,RoI,fchi01Pron
fchi02,Calloodes_frenchii,NA,3972,VIS,Pronotum,B,0.898,29.112,17,144,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3974,LCP,Pronotum,B,0.898,1.28,0,113,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3975,RCP,Pronotum,B,0.898,24.823,13,150,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3972,VIS,Pronotum,G,0.898,55.558,36,169,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3974,LCP,Pronotum,G,0.898,63.443,40,161,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3975,RCP,Pronotum,G,0.898,26.401,15,165,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3972,VIS,Pronotum,R,0.898,57.552,26,164,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3974,LCP,Pronotum,R,0.898,78.321,33,177,J25,RoI,fchi02Pron
fchi02,Calloodes_frenchii,NA,3975,RCP,Pronotum,R,0.898,22.246,8,149,J25,RoI,fchi02Pron
gray01,Calloodes_grayanus,NA,4007,VIS,Pronotum,B,0.896,30.529,12,83,J25,RoI,gray01Pron
gray01,Calloodes_grayanus,NA,4009,LCP,Pronotum,B,0.896,0.325,0,60,J25,RoI,gray01Pron
gray01,Calloodes_grayanus,NA,4010,RCP,Pronotum,B,0.896,20.575,7,64,J25,RoI,gray01Pron
gray01,Calloodes_grayanus,NA,4007,VIS,Pronotum,G,0.896,84.864,61,130,J25,RoI,gray01Pron
gray01,Calloodes_grayanus,NA,4009,LCP,Pronotum,G,0.896,95.802,66,136,J25,RoI,gray01Pron
gray01,Calloodes_grayanus,NA,4010,RCP,Pronotum,G,0.896,29.837,19,88,J25,RoI,gray01Pron
gray01,Calloodes_grayanus,NA,4007,VIS,Pronotum,R,0.896,42.724,26,96,J25,RoI,gray01Pron
