species,reg,lat,lon,avg_temp_over_35,avg_max_temp,avg_min_temp,avg_sol,avg_year_sol,avg_year_vpr,cloud_cover,avg_rr,avg_vpr,avg_temp_over_35_Coll,avg_max_temp_Coll,avg_min_temp_Coll,avg_sol_Coll,avg_rr_Coll,avg_vpr_Coll
sqzc02,PicXB64886,-27.545122,151.988168,4.9,24.61735337,12.08591642,18.39955279,18.70417558,13.87056572,18.59590026,2.651136364,14.18533113,3.2,24.82062121,12.09974242,18.68165152,2.498863636,14.22025303
sqzc03,PicXB64889,-28.196645,153.186868,0.5,23.11127933,13.22109604,17.13106305,17.42782354,15.29484759,23.0256705,4.40590176,15.44369402,0.1,22.94240469,13.40834311,16.37716276,6.031964809,15.73403603
sqzm01,PicXB64894,-16.53674,145.353893,1.4,28.28799853,20.02922287,19.05179252,19.07048469,21.98411336,26.8289635,5.581524927,22.11520062,1.3,28.20326979,19.91566716,19.29106305,4.249046921,21.91491276
sqzm02,PicXB64898,-16.3,145.16,0.2,26.39528226,18.346261,19.57634897,19.74877302,20.90462142,25.41549403,5.671334311,21.0461964,0.2,26.32346774,18.22406891,19.88113636,4.726979472,20.87142449
tars01,ANIC011524,-30.38333,153.0333,3.1,24.5947997,13.77317649,16.60356765,16.75770533,16.43412108,22.24142584,4.003779289,16.51956269,0,24.69809384,13.65619501,17.10953812,3.785043988,16.55737793
tars02,ANIC011518,-30.38333,153.0333,3.1,24.5947997,13.77317649,16.60356765,16.75770533,16.43412108,22.24142584,4.003779289,16.51956269,0,24.69809384,13.65619501,17.10953812,3.785043988,16.55737793
tars03,ANIC011508,-31.13333,149.55,43.6,24.29126039,10.36565193,18.45224301,18.5026767,11.60836426,14.24571748,1.743499622,11.74162547,10.3,24.27237121,10.43760606,18.31815152,1.793333333,11.98083674
tars04,ANIC011459,-35.38334,148.8667,10.8,18.94484694,6.312222222,16.39342215,16.47525386,9.783235561,17.02951597,2.492705971,9.739708018,2.8,19.48172727,6.655325758,16.41118182,2.375454545,10.00945114
tars05,ANIC011535,-30.98333333,151.5833333,1.6,19.57181217,6.409982993,17.59402683,17.71837357,12.13000345,19.24103487,2.037112623,12.22036233,0.3,19.29118971,6.353601286,17.49517685,2.118488746,12.14992605
tars06,ANIC011492,-34.96666667,149.0333333,22.6,20.75556122,7.839429327,16.99609977,17.04145222,10.97545535,14.42283452,1.752210884,10.94800227,8.2,20.58119775,7.98005627,16.66191318,2.055466238,10.98519855
velu01,ANIC011247,-35.26667,149.15,13.8,20.7455303,7.296007905,16.96093215,16.83764725,10.55909756,14.92954147,1.640052701,10.56618472,3.4,20.63628788,7.315308081,16.81230808,1.556818182,10.57773359
velu02,ANIC011270,-27.93333,152.9333,7.1,26.868708,13.67107213,17.77010128,18.15625373,16.37269452,19.70153457,2.67541996,16.78496081,2,26.69066716,13.76857771,17.15854106,3.526759531,16.84839228
velu03,ANIC011243,-35.26667023,149.1000061,7.8,20.67748518,7.40492836,16.99104002,16.84208064,10.58788757,14.76908366,1.524975296,10.5527003,3.7,20.62712879,7.542893939,16.88354545,1.797045455,10.67457045
velu04,ANIC002879,-31.33333333,138.6,92,25.41638999,11.62125165,19.62517951,19.33410984,9.080628993,7.759350313,0.842819499,8.891594955,28.7,25.30041919,11.43933838,19.82556566,0.828131313,8.891009343
velu05,ANIC002877,-31.53333,138.6,58.3,23.47858202,9.985019763,19.4445998,19.1292936,8.500519023,9.083415955,1.067325428,8.297750495,17.9,23.35521717,9.796292929,19.66517172,1.032878788,8.285653535
vrdi02,ANIC011299,-22.86667,150.6167,0,26.36583745,18.28644516,18.41290761,18.5832286,19.06275912,23.37405543,4.662549407,19.25945438,0,26.48647727,18.23075758,18.50875,5.243181818,19.25203788
vrdi03,ANIC011292,-33.95,151.2333,6.8,22.92791502,13.97029051,16.37061265,16.31532703,14.74199544,17.70795555,3.171047431,14.68877992,1,22.98836364,13.91221701,16.86590029,2.762580645,14.50979559
xyle01,PicXB64901,-29.542972,152.380253,2.6,21.68719862,9.055059289,16.34646245,16.74213166,12.82058137,24.82204808,3.405360672,12.90056102,0.3,21.70797654,9.126744868,16.61339443,3.343695015,13.07309421
xyle02,PicXB64904,-38.131172,145.165666,5.7,19.95040267,10.62303854,14.7434585,14.85644039,12.44689239,17.7237932,2.149431818,12.53331769,1.7,19.9702566,10.5880132,15.14622434,1.949266862,12.38439443
xyle04,PicXB64910,-30.476706,152.660272,4.1,24.57584733,11.76791255,15.99445405,16.37946802,15.31183778,25.2435483,4.800024704,15.41974197,1.8,24.85745455,11.92472727,16.15421212,4.481212121,15.57362803
xyle05,PicXB64913,-37.738261,149.500614,0.7,19.5398419,11.84281621,14.55699275,14.72040153,13.5507996,19.75765624,2.869334651,13.50898155,0.7,19.81717172,12.03053535,14.99733333,2.633434343,13.55070202
xyle06,PicXB64916,-35.32,148.46,0.6,18.4347999,6.081215415,16.33478508,16.48181185,10.02062155,17.06906071,3.734856719,10.06855534,2.5,18.63010606,6.170568182,16.48387879,3.143636364,10.06374583
xyle07,xyle07,-31.45,152.74,1.1,23.45623271,12.68451581,16.36947628,16.77196055,16.17926537,21.01958798,4.3055583,16.34053557,0.8,23.83217742,12.51532258,16.95638563,2.649926686,16.31382515
xyle08,xyle08,-30.52,152.38,0.2,19.00645504,8.050822628,15.97452816,16.39006222,11.87351718,24.84305897,4.606225296,11.97601359,0.1,19.06195748,8.02563783,15.74280792,3.836876833,11.86909485
xyle09,xyle09,-33.725,151.203,4.9,22.72285573,13.26467391,15.53100296,15.84001991,14.60514765,20.51150697,4.05,14.7990688,2.8,23.06970674,13.34925953,15.5729912,2.92170088,14.81672947
xyls01,PicXB64919,-35.529941,148.77257,0,16.1734165,4.139940711,16.19126729,16.29131471,8.843314071,18.99929347,3.649678854,8.914210721,0,16.52508798,4.323797654,16.53831378,2.496847507,8.998046921
xyls02,PicXB64922,-35.5766,148.779885,0,15.47592638,3.721581028,16.16597826,16.25822486,8.792732854,19.12785515,3.649333004,8.861520504,0.2,15.63073485,3.765310606,16.16210606,3.019621212,8.876156061
xyls03,PicXB64925,-35.5766,148.779885,0,15.47592638,3.721581028,16.16597826,16.25822486,8.792732854,19.12785515,3.649333004,8.861520504,0.2,15.63073485,3.765310606,16.16210606,3.019621212,8.876156061
