"","ind","R_ALL","R_VIS","R_NIR","Res","size","phylogeny_name","PC1","PC2","spp","ElytrPol"
"157","smgg02",18.8225555690318,6.6904771028035,29.3760081795673,-4.45913408455539,1.771,"Anoplognathus_smaragdinus",-4.98912656628625,0.797233519033736,"smgg",0.145212095202373
"158","smgp01",19.8025527083211,5.35245877433425,32.3855485340408,-0.133411414862112,1.696,"Anoplognathus_smaragdinus",-2.67787810160706,-0.572927411057435,"smgp",0.0306875718973154
"159","smgr01",19.4853221618025,7.05337708432584,30.2934920263324,-3.89862781254423,1.816,"Anoplognathus_smaragdinus",-2.67787810160706,-0.572927411057435,"smgr",0.216455576312258
"160","tars01",34.5600034577681,21.7813396468549,45.7113602622868,-2.96836669793361,2.857,"Anoplognathus_viriditarsis",-0.663770933526325,0.941213657885719,"tars",0.0505942104628579
"161","tars02",30.1904646223678,17.6258285732807,41.1468518354423,-3.44518060717339,2.87,"Anoplognathus_viriditarsis",-0.663770933526325,0.941213657885719,"tars",0.0713067067621188
"162","tars03",32.0185352490686,17.1002596696921,45.0340554808708,0.959014832473709,2.984,"Anoplognathus_viriditarsis",1.43662076759,-0.715099610670659,"tars",0.117140382889627
"163","velu01",34.6540097936482,17.8906411271386,49.2754640328764,4.42294068903758,2.528,"Anoplognathus_velutinus",1.74858114648457,0.56560312428079,"velu",0.0262120365260607
"164","velu02",29.2968981819499,13.0570996967651,43.4632455748383,3.36538187592221,2.735,"Anoplognathus_velutinus",-0.012554760410113,-0.286289246048145,"velu",0.0668498424962812
"165","velu03",27.6898487478125,12.0574360352513,41.310832881171,2.19631866593314,2.467,"Anoplognathus_velutinus",1.78331840714378,0.601223878910755,"velu",0.0371272587939143
"166","velu04",24.3732900204393,12.1605610947744,35.0261055084426,-4.18985079971151,2.4,"Anoplognathus_velutinus",2.55573848760623,-2.07585059380804,"velu",0.0878017622943288
"167","velu05",35.2404797613689,17.9908433563279,50.2831693368183,5.33207903077989,2.169,"Anoplognathus_velutinus",2.48672442429661,-1.36224561400112,"velu",0.0591481990420027
"168","vrdi02",21.8736767357461,14.7158760703016,28.1099429954704,-13.6196263993242,2.885,"Anoplognathus_viridiaeneus",-1.36793200050312,0.070572634486882,"vrdi",0.114914696574649
"169","vrdi03",24.9403232546702,14.9630861087155,33.6266488829904,-8.34609616476963,2.683,"Anoplognathus_viridiaeneus",0.355994385473653,0.81460668390904,"vrdi",-0.0302392971682471
"170","xyle01",46.6789625051928,18.4876235671745,71.2499896063901,25.8102263770029,2.447,"Xylonichus_sp",0.141674700756775,1.40816004583076,"xyle",-0.0406042778588076
"171","xyle02",40.4499955595875,12.2956075616633,64.954263709384,25.6054648476787,2.291,"Xylonichus_sp",1.26008334768613,1.65412805094663,"xyle",-0.0834479986206873
"172","xyls01",49.5474334436987,24.0210164586115,71.794168672871,20.9113156801289,2.408,"Xylonichus_sp",0.157436316848784,3.12909391733404,"xyls",-0.0594369330244814
"173","xyls02",46.9955232429579,23.8092471659586,67.2304791732684,16.5559394688915,2.44,"Xylonichus_sp",-0.294218766577777,3.7570098259696,"xyls",-0.0371427466215405
"174","xyls03",47.6261308608751,15.0929141906582,75.9801738611395,33.8797194824712,2.547,"Xylonichus_sp",-0.294218766577777,3.7570098259696,"xyls",-0.0571108931865135
